s04q18a,s04q18b,s04q28a,s04q28b,s04q29b,s04q30c,s04q42,s04q43,s04q51b,s04q52c,s04q58,s06q01__1,s06q01__2,s06q01__3,s06q01__4,s06q01__5,s06q02,s06q03,s06q05,s06q07,s06q12,s10q04,s10q05,s10q06,s10q08,s10q17a,s10q31,s10q34,s12q02,s13q09,s13q20,s13q21,s13q22a,s13q22b,ADM3_FR,ADM0_EN,Total_bran,ISIBF_base,Population,Area
0.600000000000000,9.600000000000000,1.000000000000000,9.000000000000000,5.794117647058824,10.617647058823527,1.704941224907463,60377.989528993472049,6.800000000000000,13.866666666666667,30000.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,1.975609756097561,6.000000000000000,2.000000000000000,1.750000000000000,2.000000000000000,1.833333333333333,4.545454545454546,2.000000000000000,1.000000000000000,1.920370370370371,0.250000000000000,3.000000000000000,6.500000000000000,46250.000000000000000,4.250000000000000,Karakara,Niger,0,0.000000000000000,"44333","68490"
1.000000000000000,9.000000000000000,1.657500000000000,6.846534391534392,5.932203389830510,4.050847457627121,1.704941224907463,60377.989528993472049,6.125000000000000,8.375000000000000,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.976190476190476,1.000000000000000,2.000000000000000,5.700000000000000,2.000000000000000,1.916666666666667,1.916666666666667,2.000000000000000,10.750000000000000,2.000000000000000,3.500000000000000,1.938888888888889,0.833333333333333,2.928571428571428,1.928571428571429,29285.714285714286234,2.785714285714286,Farey,Niger,0,0.002000000000000,"40302","111900"
1.524383350742046,8.384007751303256,1.657500000000000,6.846534391534392,5.977633752700472,6.080622696657772,1.846091519413599,57729.171112839096168,6.145299145299146,14.323361823361822,22916.666666666667879,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,1.961240310077519,7.000000000000000,2.000000000000000,1.694444444444445,1.972222222222222,2.000000000000000,7.266666666666666,2.000000000000000,1.244444444444445,1.917222107698298,0.305555555555556,3.587301587301587,3.518518518518519,40126.984126984119939,4.084656084656085,Guéchémé,Niger,0,0.000000000000000,"326334","344100"
0.000000000000000,9.000000000000000,1.657500000000000,6.846534391534392,5.025000000000000,37.575000000000003,1.416666666666667,26249.333333333328483,6.833333333333334,3.666666666666667,0.000000000000000,1.979166666666667,1.937500000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.500000000000000,1.979166666666667,1.000000000000000,1.893617021276596,2.000000000000000,1.916666666666667,1.750000000000000,1.916666666666667,2.000000000000000,9.937500000000000,1.937500000000000,1.750000000000000,1.829629629629629,0.166666666666667,4.666666666666668,4.333333333333333,46666.666666666656965,5.000000000000000,Makalondi,Niger,0,0.000000000000000,"73271","122600"
0.500000000000000,10.000000000000000,1.000000000000000,9.000000000000000,6.081081081081082,4.432432432432432,2.000000000000000,60000.000000000000000,6.000000000000000,1.500000000000000,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,5.491538357521732,2.000000000000000,1.833333333333333,2.000000000000000,2.000000000000000,3.333333333333333,2.000000000000000,1.000000000000000,1.938888888888889,0.416666666666667,2.857142857142857,1.000000000000000,44571.428571428572468,3.857142857142857,Tessa,Niger,0,0.007000000000000,"26668","56690"
0.000000000000000,11.000000000000000,1.657500000000000,6.846534391534392,6.000000000000000,2.322580645161290,1.704941224907463,60377.989528993472049,5.972222222222222,4.333333333333333,110000.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,5.491538357521732,2.000000000000000,1.833333333333333,2.000000000000000,2.000000000000000,6.000000000000000,2.000000000000000,1.000000000000000,1.914814814814815,0.500000000000000,2.909090909090909,6.181818181818184,101363.636363636353053,4.545454545454546,Tamou,Niger,0,0.000000000000000,"89782","488700"
1.000000000000000,9.000000000000000,1.657500000000000,6.846534391534392,6.191489361702128,7.127659574468086,2.000000000000000,909.090909090909236,6.315789473684210,6.789473684210528,15384.615384615384755,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,5.500000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,13.333333333333334,2.000000000000000,1.000000000000000,1.972222222222222,0.083333333333333,3.000000000000000,6.000000000000000,70000.000000000000000,4.000000000000000,Dogo-Dogo,Niger,0,0.001000000000000,"65544","52160"
1.000000000000000,9.000000000000000,2.000000000000000,9.000000000000000,5.926829268292684,3.365853658536585,1.704941224907463,60377.989528993472049,5.812500000000000,12.000000000000000,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,6.000000000000000,2.000000000000000,1.833333333333333,2.000000000000000,1.833333333333333,6.666666666666668,2.000000000000000,1.500000000000000,1.933333333333333,0.916666666666667,2.960000000000000,1.320000000000000,33080.000000000000000,3.720000000000000,Karguibangou,Niger,0,0.004000000000000,"45304","72530"
1.000000000000000,8.000000000000000,1.000000000000000,1.000000000000000,5.974358974358976,8.717948717948717,2.000000000000000,35000.000000000000000,6.214285714285714,4.928571428571430,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,4.571428571428572,2.000000000000000,1.916666666666667,1.916666666666667,2.000000000000000,5.125000000000000,2.000000000000000,5.000000000000000,1.927777777777778,0.583333333333333,2.900000000000000,1.600000000000000,27500.000000000000000,3.500000000000000,Kankandi,Niger,0,0.008000000000000,"16565","21660"
1.786575026113070,8.076011626954884,1.328750000000000,7.923267195767196,5.929279279279280,8.973873873873874,1.852470612453732,30617.566193068163557,7.627192982456140,20.846491228070175,50017.509301054589741,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.962962962962963,1.087059620596206,2.000000000000000,5.233333333333334,2.000000000000000,1.875000000000000,1.958333333333334,1.958333333333334,11.833333333333332,2.000000000000000,1.000000000000000,1.936111111111111,0.250000000000000,3.000000000000000,5.900000000000000,32800.000000000000000,4.200000000000001,Malawa,Niger,0,0.000000000000000,"177908","224200"
2.573150052226139,8.152023253909768,1.657500000000000,6.846534391534392,5.588235294117648,22.970588235294120,1.704941224907463,60377.989528993472049,6.428571428571428,11.285714285714286,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,1.962962962962963,4.666666666666668,1.833333333333333,1.833333333333333,1.666666666666667,2.000000000000000,10.428571428571429,2.000000000000000,1.642857142857143,1.884972170686456,0.500000000000000,3.000000000000000,2.615384615384615,23769.230769230769511,3.461538461538462,Fabidji,Niger,0,0.002000000000000,"39713","70330"
2.573150052226139,8.152023253909768,1.000000000000000,2.000000000000000,6.000000000000000,1.083333333333333,1.704941224907463,60377.989528993472049,6.500000000000000,18.875000000000000,37500.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.967741935483871,1.000000000000000,2.000000000000000,5.111111111111112,2.000000000000000,1.833333333333333,1.916666666666667,2.000000000000000,7.333333333333334,2.000000000000000,1.000000000000000,1.959259259259260,0.583333333333333,3.090909090909092,5.818181818181818,37000.000000000000000,4.090909090909091,Kirtachi,Niger,0,0.000000000000000,"39693","112000"
1.000000000000000,10.000000000000000,1.000000000000000,5.500000000000000,5.868852459016392,4.819672131147542,1.704941224907463,60377.989528993472049,6.555555555555554,13.000000000000000,7500.000000000000000,2.000000000000000,2.000000000000000,1.939393939393940,2.000000000000000,2.000000000000000,1.000000000000000,1.787878787878788,1.000000000000000,1.846153846153846,5.272727272727272,1.916666666666667,1.666666666666667,2.000000000000000,2.000000000000000,5.846153846153846,2.000000000000000,3.230769230769232,1.937037037037037,0.583333333333333,3.333333333333333,3.444444444444445,38555.555555555562023,4.888888888888890,Dantchiao,Niger,0,0.010000000000000,"71018","48490"
2.048766701484093,8.101348835939845,1.333333333333333,8.555555555555555,5.868733062330624,7.801380223104558,1.568313741635821,73435.996509664488258,6.368729309905782,7.651260504201680,38356.679068072786322,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.992907801418440,1.603410411417839,1.899838591342626,1.333333333333333,1.944848484848485,6.080808080808080,1.911616161616162,1.719696969696970,2.000000000000000,2.000000000000000,5.774358974358976,2.000000000000000,1.802564102564103,1.908305274971942,0.452020202020202,3.365079365079365,5.333333333333334,32015.873015873014083,4.444444444444447,Magaria,Niger,3,0.294000000000000,"392121","194130"
1.000000000000000,9.000000000000000,1.657500000000000,6.846534391534392,5.885714285714286,6.000000000000000,1.704941224907463,60377.989528993472049,5.875000000000000,19.875000000000000,55035.018602109179483,1.968750000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.174119241192412,2.000000000000000,6.000000000000000,2.000000000000000,1.333333333333333,2.000000000000000,1.916666666666667,5.400000000000002,2.000000000000000,1.300000000000000,1.925925925925926,0.583333333333333,3.000000000000000,6.555555555555554,32777.777777777781012,3.111111111111111,Doumega,Niger,0,0.000000000000000,"29429","24160"
4.617592864603736,7.450289036272824,1.899523809523810,7.769448223733938,5.530299981344160,38.781841827037333,1.519597069597070,69259.473199023195775,5.932142857142858,20.321428571428573,71310.727572935124044,1.927686012908394,1.960694534223946,1.974589773370261,1.971688654615484,2.000000000000000,1.584064135780013,1.963903384993772,1.123306233062331,1.963416477702192,4.783333333333334,1.976190476190476,1.719047619047620,1.988095238095238,1.988095238095238,5.926984126984128,1.987012987012987,1.598124098124098,1.850423280423280,0.411904761904762,3.015686274509804,1.824823262638389,46090.302787781765801,2.893210617580366,Dosso,Niger,28,1.589000000000000,"623924","414820"
1.000000000000000,8.000000000000000,1.000000000000000,9.000000000000000,6.000000000000000,1.666666666666667,1.704941224907463,60377.989528993472049,6.000000000000000,2.368421052631579,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.846153846153846,1.166666666666667,1.969696969696969,6.111111111111112,2.000000000000000,1.833333333333333,2.000000000000000,2.000000000000000,5.000000000000000,2.000000000000000,3.666666666666667,1.929629629629630,0.166666666666667,4.500000000000000,6.500000000000000,11000.000000000000000,3.000000000000000,Sassoumbroum,Niger,0,0.006000000000000,"78163","38740"
2.573150052226139,8.152023253909768,1.219166666666667,8.282178130511467,5.773969808241534,17.977776177790581,1.692183038827198,55437.067093403049512,7.150000000000000,18.993137254901963,54190.012401406122081,1.990476190476191,1.990476190476191,2.000000000000000,2.000000000000000,2.000000000000000,1.436743744751173,1.859584859584860,1.058039747064137,1.930952380952381,5.314393939393940,2.000000000000000,1.888888888888889,1.944444444444445,2.000000000000000,8.444444444444446,1.952380952380952,1.259259259259259,1.907407407407407,0.305555555555555,3.222222222222223,4.666666666666668,76291.666666666671517,3.708333333333334,Dungass,Niger,0,0.003000000000000,"383271","424800"
2.573150052226139,8.152023253909768,2.000000000000000,9.000000000000000,6.333333333333334,5.030303030303030,1.704941224907463,60377.989528993472049,7.545454545454546,12.818181818181818,15000.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.967741935483871,1.000000000000000,1.900000000000000,6.000000000000000,2.000000000000000,1.750000000000000,2.000000000000000,2.000000000000000,3.363636363636364,2.000000000000000,3.181818181818182,1.942592592592592,0.166666666666667,3.000000000000000,4.000000000000000,7500.000000000000000,3.000000000000000,Yékoua,Niger,0,0.011000000000000,"57611","32330"
2.357716684075380,7.550674417969924,1.438333333333333,7.564356261022928,5.844273941460642,27.112958226768971,1.586170884492964,76474.169128712106613,6.237017884076708,15.360051712992890,23345.006200703061040,1.960317460317461,1.968253968253968,1.952380952380953,1.980158730158730,1.988095238095238,1.480276634280349,1.984126984126984,1.116079494128275,1.908687258687258,5.333333333333334,1.916666666666667,1.805555555555555,1.888888888888889,2.000000000000000,7.681481481481482,1.977777777777778,1.555555555555556,1.893209876543210,0.500000000000000,3.019607843137255,1.807189542483660,27030.228758169934736,3.379901960784314,Birni N'Gaouré,Niger,0,0.024000000000000,"157698","154920"
2.573150052226139,8.152023253909768,1.657500000000000,6.846534391534392,5.784332688588010,15.735976789168278,2.000000000000000,18750.000000000000000,6.287259615384616,7.197115384615384,22583.333333333335759,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,1.951612903225807,5.000000000000000,1.958333333333334,1.666666666666667,1.916666666666667,1.958333333333334,5.577777777777778,2.000000000000000,2.111111111111111,1.939814814814815,0.458333333333333,3.250000000000000,5.472222222222224,21972.222222222222626,4.555555555555556,Gabi,Niger,0,0.014000000000000,"166406","156360"
1.643287513056535,8.975505813477442,1.657500000000000,6.846534391534392,5.803365384615384,22.364972527472528,1.445679750671310,82429.969604470592458,6.090277777777778,10.394005847953215,77684.175967721253983,1.943083387201034,1.962314156431804,1.987285539215686,1.993589743589744,2.000000000000000,1.090909090909091,1.974465026395174,1.418529810298103,1.898088803088803,5.480555555555556,1.979166666666667,1.854166666666667,2.000000000000000,1.979166666666667,5.598484848484850,1.958333333333333,1.420454545454546,1.859162200233629,0.437500000000000,2.925446428571429,2.592410714285714,47035.714285714282596,3.433928571428572,Say,Niger,0,0.036000000000000,"233160","261280"
0.000000000000000,8.152023253909768,3.000000000000000,9.000000000000000,5.621621621621622,23.027027027027028,2.000000000000000,93160.000000000000000,5.928571428571428,12.642857142857144,55035.018602109179483,1.954545454545454,1.931818181818182,1.977272727272728,2.000000000000000,2.000000000000000,1.400000000000000,1.977272727272728,1.000000000000000,1.860465116279069,6.000000000000000,1.916666666666667,1.416666666666667,2.000000000000000,2.000000000000000,5.785714285714286,2.000000000000000,1.571428571428571,1.850000000000000,0.416666666666667,2.909090909090909,1.454545454545454,25181.818181818180165,4.000000000000000,Torodi,Niger,0,0.001000000000000,"109342","564300"
1.000000000000000,9.000000000000000,1.657500000000000,6.846534391534392,5.975609756097562,2.829268292682927,1.704941224907463,60377.989528993472049,6.083333333333332,2.750000000000000,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,5.333333333333334,2.000000000000000,1.818181818181818,2.000000000000000,2.000000000000000,5.000000000000000,2.000000000000000,1.000000000000000,1.941414141414142,0.727272727272727,2.923076923076923,1.461538461538462,47076.923076923078042,3.769230769230769,Goroubankassam,Niger,0,0.026000000000000,"33125","53260"
1.786575026113070,8.576011626954884,1.657500000000000,6.846534391534392,5.781976744186046,15.272808586762077,2.000000000000000,44482.142857142855064,6.096969696969698,5.733333333333334,32767.509301054589741,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.987500000000000,1.087059620596206,1.974358974358975,5.245769178760866,2.000000000000000,1.708333333333334,2.000000000000000,1.958333333333334,5.321428571428572,2.000000000000000,1.863095238095238,1.908036207849641,0.375000000000000,3.083333333333334,5.809523809523810,22619.047619047614717,4.595238095238096,Dan-Issa,Niger,0,0.020000000000000,"189682","212000"
1.743890031335683,8.891213952345861,1.657500000000000,6.846534391534394,5.954228147250418,7.529528606776752,2.000000000000000,16866.666666666664241,6.457068965517242,10.716240169388991,56866.666666666664241,2.000000000000000,2.000000000000000,1.995555555555556,2.000000000000000,2.000000000000000,1.324092493701407,1.995555555555556,1.139295392953930,1.948093841642229,5.638095238095238,2.000000000000000,1.683333333333334,1.983333333333334,1.983333333333334,6.498571428571430,2.000000000000000,1.200000000000000,1.908912978436317,0.383333333333333,3.081196581196582,4.765079365079366,30912.332112332114775,3.918559218559219,Tibiri,Niger,0,0.075000000000000,"1016820","752950"
4.715433368150760,8.434682169273183,1.361111111111111,7.888888888888890,6.074674674674676,11.901215501215503,1.755675102319261,51016.278733614693920,5.915598290598292,8.504273504273504,55035.018602109186759,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.870029956427016,1.000000000000000,1.931569664902998,5.617948717948718,1.944444444444445,1.777777777777778,1.972222222222222,2.000000000000000,5.838383838383840,2.000000000000000,2.186868686868687,1.921555692984265,0.361111111111111,4.277777777777778,5.833333333333334,17222.222222222222626,4.722222222222222,Bandé,Niger,0,0.027000000000000,"342726","256950"
2.223561151731442,8.229351419707598,1.657500000000000,6.846534391534392,5.843257983788736,19.706748062771116,1.657427331868025,45205.754392110386107,5.952786596119930,7.712022084195998,50031.016535208145797,1.983130306386120,1.993447293447293,1.996296296296296,2.000000000000000,2.000000000000000,1.447286453959311,1.996415770609319,1.265883769948811,1.976496199752014,4.853382127152516,1.981481481481482,1.712962962962963,1.972222222222222,1.990740740740741,5.956567071272954,1.993055555555556,1.029353408029879,1.897292272689099,0.250000000000000,3.548148148148149,4.114197530864197,12485.802469135802312,4.238888888888889,Maïné Soroa,Niger,0,0.000000000000000,"708615","3098700"
0.833333333333334,9.000000000000000,1.657500000000000,6.846534391534392,5.975609756097562,6.935862691960256,2.000000000000000,22500.000000000000000,6.875000000000000,11.928030303030299,27517.509301054589741,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,5.888888888888890,2.000000000000000,1.875000000000000,1.958333333333334,2.000000000000000,9.375000000000000,2.000000000000000,1.000000000000000,1.940689204974919,0.333333333333333,3.000000000000000,5.500000000000000,28222.222222222222626,2.666666666666667,Bouné,Niger,0,0.000000000000000,"149026","777800"
1.000000000000000,8.000000000000000,1.000000000000000,9.000000000000000,5.555555555555554,12.962962962962964,1.000000000000000,96750.000000000000000,5.863636363636364,5.500000000000000,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,1.880000000000000,6.000000000000000,2.000000000000000,1.666666666666667,1.916666666666667,1.916666666666667,5.384615384615384,2.000000000000000,2.307692307692307,1.890740740740741,0.833333333333333,2.933333333333333,1.533333333333333,57000.000000000000000,3.333333333333333,N'Gonga,Niger,0,0.004000000000000,"27609","24370"
1.000000000000000,9.000000000000000,1.000000000000000,7.857142857142858,5.857142857142858,8.392857142857142,1.704941224907463,60377.989528993472049,6.000000000000000,1.500000000000000,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,2.000000000000000,6.000000000000000,2.000000000000000,1.750000000000000,2.000000000000000,2.000000000000000,6.000000000000000,2.000000000000000,1.000000000000000,1.929629629629630,0.833333333333333,2.846153846153846,2.000000000000000,34230.769230769234127,2.384615384615385,Fakara,Niger,0,0.002000000000000,"19077","56860"
2.179862539169604,8.364017440432326,1.868125000000000,7.384900793650794,6.008753501400562,8.762876400560225,1.852470612453732,56855.661431163403904,6.016666666666668,5.673702638950318,74401.263951581873698,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,2.000000000000000,1.174119241192412,1.939752158173211,5.500000000000000,2.000000000000000,1.791666666666667,1.958333333333334,2.000000000000000,4.950000000000000,2.000000000000000,1.062500000000000,1.912458771387343,0.291666666666667,3.000000000000000,4.600000000000002,26250.000000000000000,3.975000000000000,Chetimari,Niger,0,0.068000000000000,"261796","989600"
2.573150052226139,8.152023253909768,1.000000000000000,9.000000000000000,6.000000000000000,1.523809523809524,1.704941224907463,60377.989528993472049,6.000000000000000,2.333333333333333,55035.018602109179483,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.405115617126759,1.935483870967742,1.000000000000000,1.965517241379310,6.166666666666668,1.916666666666667,1.833333333333333,2.000000000000000,2.000000000000000,4.333333333333333,2.000000000000000,1.000000000000000,1.931481481481481,0.333333333333333,3.000000000000000,4.272727272727272,23272.727272727279342,3.909090909090909,Kwaya,Niger,0,0.009000000000000,"32510","21740"
1.786575026113070,8.576011626954884,1.657500000000000,6.846534391534392,5.736111111111112,22.713333333333338,1.845238095238095,55761.904761904770567,6.111111111111112,5.944444444444446,55035.018602109179483,1.987804878048781,2.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,1.202557808563380,2.000000000000000,1.174119241192412,1.975609756097561,6.000000000000000,1.954545454545455,1.609848484848485,1.916666666666667,1.916666666666667,7.232692307692308,2.000000000000000,1.355769230769231,1.883382220982227,0.215909090909091,3.000000000000000,2.250000000000000,27125.000000000000000,5.000000000000000,Madarounfa,Niger,0,0.060000000000000,"143664","62160"
